C	NS500322:33:H5CC5BGXX:1:11042:2150:11534	root;k_Bacteria;p_Actinobacteria;c_Coriobacteriia;o_Eggerthellales;f_Eggerthellaceae;g_Enterorhabdus;s_Enterorhabdus caecimuris
C	NS500322:33:H5CC5BGXX:1:11006:24111:14927	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Tyzzerella;s_Tyzzerella nexilis
C	NS500322:33:H5CC5BGXX:1:11047:22832:1471	root;k_Bacteria;p_Actinobacteria;c_Coriobacteriia;o_Eggerthellales;f_Eggerthellaceae;g_Enterorhabdus;s_Enterorhabdus caecimuris
C	NS500322:33:H5CC5BGXX:1:11086:13489:19198	root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides johnsonii
C	NS500322:33:H5CC5BGXX:1:11045:19456:10846	root;k_Bacteria;p_Actinobacteria;c_Coriobacteriia;o_Eggerthellales;f_Eggerthellaceae;g_Enterorhabdus;s_Enterorhabdus caecimuris
C	NS500322:33:H5CC5BGXX:1:11012:1395:9654	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Dorea;s_Dorea sp. 5-2
C	NS500322:33:H5CC5BGXX:1:11068:2812:2831	root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus
U	NS500322:33:H5CC5BGXX:1:11094:8155:18566	unclassified
C	NS500322:33:H5CC5BGXX:1:11065:9807:17228	root;k_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Desulfovibrionales;f_Desulfovibrionaceae;g_Desulfovibrio;s_Desulfovibrio piger
C	NS500322:33:H5CC5BGXX:1:11079:19662:5977	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_;s_Ruminococcaceae bacterium D16
U	NS500322:33:H5CC5BGXX:1:11035:21936:11365	unclassified
C	NS500322:33:H5CC5BGXX:1:11085:23415:4944	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sp. ATCC BAA-442
C	NS500322:33:H5CC5BGXX:1:11055:18618:15304	root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides johnsonii
C	NS500322:33:H5CC5BGXX:1:11013:6962:5872	root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Odoribacteraceae;g_Odoribacter;s_Odoribacter splanchnicus
C	NS500322:33:H5CC5BGXX:1:11014:2808:18227	root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides merdae
C	NS500322:33:H5CC5BGXX:1:11035:16620:12851	root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides merdae
U	NS500322:33:H5CC5BGXX:1:11085:8475:8014	unclassified
C	NS500322:33:H5CC5BGXX:1:11006:19800:11199	root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides johnsonii
C	NS500322:33:H5CC5BGXX:1:11016:17655:2883	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sp. ATCC BAA-442
C	NS500322:33:H5CC5BGXX:1:11089:4859:7440	root;k_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Desulfovibrionales;f_Desulfovibrionaceae;g_Bilophila;s_Bilophila wadsworthia
U	NS500322:33:H5CC5BGXX:1:11050:2285:15147	unclassified
C	NS500322:33:H5CC5BGXX:1:11034:16136:6643	root;k_Bacteria;p_Actinobacteria;c_Coriobacteriia;o_Eggerthellales;f_Eggerthellaceae;g_Enterorhabdus;s_Enterorhabdus caecimuris
C	NS500322:33:H5CC5BGXX:1:11037:16037:6942	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Anaerotruncus;s_Anaerotruncus sp. G3(2012)
C	NS500322:33:H5CC5BGXX:1:11105:2175:17765	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Oscillospiraceae;g_Oscillibacter;s_Oscillibacter sp. KLE 1728
C	NS500322:33:H5CC5BGXX:1:11051:18515:8488	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Dorea;s_Dorea sp. 5-2
C	NS500322:33:H5CC5BGXX:1:11077:1734:14813	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Oscillospiraceae;g_Oscillibacter;s_Oscillibacter sp. KLE 1728
C	NS500322:33:H5CC5BGXX:1:11088:13700:13092	root;k_Bacteria;p_Actinobacteria;c_Coriobacteriia;o_Eggerthellales;f_Eggerthellaceae;g_Enterorhabdus;s_Enterorhabdus caecimuris
U	NS500322:33:H5CC5BGXX:1:11057:17506:11837	unclassified
C	NS500322:33:H5CC5BGXX:1:11058:8402:11180	root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides merdae
U	NS500322:33:H5CC5BGXX:1:11045:2050:11018	unclassified
C	NS500322:33:H5CC5BGXX:1:11019:13131:3465	root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Odoribacteraceae;g_Odoribacter;s_Odoribacter splanchnicus
C	NS500322:33:H5CC5BGXX:1:11109:6519:14599	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Eubacteriaceae;g_Eubacterium;s_Eubacterium plexicaudatum
C	NS500322:33:H5CC5BGXX:1:11007:6117:8786	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Ruminococcus;s_Ruminococcus callidus
C	NS500322:33:H5CC5BGXX:1:11047:11687:19307	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_;g_Pseudoflavonifractor;s_Pseudoflavonifractor capillosus
U	NS500322:33:H5CC5BGXX:1:11057:24050:11378	unclassified
U	NS500322:33:H5CC5BGXX:1:11019:17242:11739	unclassified
U	NS500322:33:H5CC5BGXX:1:11008:11703:3932	unclassified
C	NS500322:33:H5CC5BGXX:1:11024:19297:2066	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_;g_Pseudoflavonifractor;s_Pseudoflavonifractor capillosus
U	NS500322:33:H5CC5BGXX:1:11014:10331:4972	unclassified
C	NS500322:33:H5CC5BGXX:1:11102:8405:17992	root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Streptococcaceae;g_Streptococcus;s_Streptococcus thermophilus
U	NS500322:33:H5CC5BGXX:1:11030:24136:12630	unclassified
C	NS500322:33:H5CC5BGXX:1:11009:2669:4883	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_;s_Ruminococcaceae bacterium D16
C	NS500322:33:H5CC5BGXX:1:11022:24532:8176	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Roseburia;s_Roseburia hominis
C	NS500322:33:H5CC5BGXX:1:11069:7484:10823	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Eubacteriaceae;g_Eubacterium;s_Eubacterium plexicaudatum
C	NS500322:33:H5CC5BGXX:1:11091:21761:19077	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Oscillospiraceae;g_Oscillibacter;s_Oscillibacter sp. KLE 1728
U	NS500322:33:H5CC5BGXX:1:11021:1750:15383	unclassified
C	NS500322:33:H5CC5BGXX:1:11030:7181:16758	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Roseburia;s_Roseburia hominis
C	NS500322:33:H5CC5BGXX:1:11011:23150:7690	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_;g_Pseudoflavonifractor;s_Pseudoflavonifractor capillosus
U	NS500322:33:H5CC5BGXX:1:11096:22711:16981	unclassified
C	NS500322:33:H5CC5BGXX:1:11027:17305:1647	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Tyzzerella;s_Tyzzerella nexilis
C	NS500322:33:H5CC5BGXX:1:11018:5117:16317	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_;g_Pseudoflavonifractor;s_Pseudoflavonifractor capillosus
C	NS500322:33:H5CC5BGXX:1:11063:14512:9452	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia hydrogenotrophica
C	NS500322:33:H5CC5BGXX:1:11056:14975:3716	root;k_Bacteria;p_Actinobacteria;c_Coriobacteriia;o_Eggerthellales;f_Eggerthellaceae;g_Enterorhabdus;s_Enterorhabdus caecimuris
C	NS500322:33:H5CC5BGXX:1:11016:12806:19062	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Oscillospiraceae;g_Oscillibacter;s_Oscillibacter sp. 1-3
U	NS500322:33:H5CC5BGXX:1:11036:24985:8162	unclassified
C	NS500322:33:H5CC5BGXX:1:11087:10244:19058	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_;s_Ruminococcaceae bacterium D16
U	NS500322:33:H5CC5BGXX:1:11089:22136:7166	unclassified
U	NS500322:33:H5CC5BGXX:1:11038:1240:4748	unclassified
C	NS500322:33:H5CC5BGXX:1:11004:1829:19817	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Roseburia;s_Roseburia hominis
C	NS500322:33:H5CC5BGXX:1:11010:10580:3704	root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides johnsonii
U	NS500322:33:H5CC5BGXX:1:11004:14474:5377	unclassified
U	NS500322:33:H5CC5BGXX:1:11054:3941:18062	unclassified
C	NS500322:33:H5CC5BGXX:1:11000:2285:7674	root;k_Bacteria;p_Actinobacteria;c_Coriobacteriia;o_Eggerthellales;f_Eggerthellaceae;g_Enterorhabdus;s_Enterorhabdus caecimuris
U	NS500322:33:H5CC5BGXX:1:11031:18667:16452	unclassified
C	NS500322:33:H5CC5BGXX:1:11015:8263:7508	root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides merdae
C	NS500322:33:H5CC5BGXX:1:11058:15849:6653	root;k_Bacteria;p_Actinobacteria;c_Coriobacteriia;o_Eggerthellales;f_Eggerthellaceae;g_Enterorhabdus;s_Enterorhabdus caecimuris
C	NS500322:33:H5CC5BGXX:1:11098:21875:1244	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Anaerotruncus;s_Anaerotruncus sp. G3(2012)
C	NS500322:33:H5CC5BGXX:1:11069:20199:5260	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Lachnoclostridium;s_Clostridium scindens
U	NS500322:33:H5CC5BGXX:1:11060:9842:14781	unclassified
U	NS500322:33:H5CC5BGXX:1:11094:3473:13297	unclassified
U	NS500322:33:H5CC5BGXX:1:11102:2901:10284	unclassified
C	NS500322:33:H5CC5BGXX:1:11082:19288:3643	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Tyzzerella;s_Tyzzerella nexilis
C	NS500322:33:H5CC5BGXX:1:11030:13759:10482	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sp. ATCC BAA-442
C	NS500322:33:H5CC5BGXX:1:11078:4062:14336	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Oscillospiraceae;g_Oscillibacter;s_Oscillibacter sp. KLE 1728
U	NS500322:33:H5CC5BGXX:1:11031:14457:3618	unclassified
U	NS500322:33:H5CC5BGXX:1:11015:16892:10624	unclassified
C	NS500322:33:H5CC5BGXX:1:11044:23539:15294	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Tyzzerella;s_Tyzzerella nexilis
U	NS500322:33:H5CC5BGXX:1:11089:15673:1904	unclassified
U	NS500322:33:H5CC5BGXX:1:11060:16976:12854	unclassified
C	NS500322:33:H5CC5BGXX:1:11014:16866:14097	root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides johnsonii
U	NS500322:33:H5CC5BGXX:1:11055:20889:2371	unclassified
U	NS500322:33:H5CC5BGXX:1:11006:10095:4313	unclassified
C	NS500322:33:H5CC5BGXX:1:11104:23966:17278	root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Streptococcaceae;g_Streptococcus;s_Streptococcus thermophilus
C	NS500322:33:H5CC5BGXX:1:11022:10555:1892	root;k_Bacteria;p_Actinobacteria;c_Coriobacteriia;o_Eggerthellales;f_Eggerthellaceae;g_Enterorhabdus;s_Enterorhabdus caecimuris
C	NS500322:33:H5CC5BGXX:1:11105:24873:18191	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_;s_Ruminococcaceae bacterium D16
U	NS500322:33:H5CC5BGXX:1:11086:4375:9089	unclassified
C	NS500322:33:H5CC5BGXX:1:11057:16968:6819	root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Odoribacteraceae;g_Odoribacter;s_Odoribacter splanchnicus
C	NS500322:33:H5CC5BGXX:1:11031:19868:17833	root;k_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Desulfovibrionales;f_Desulfovibrionaceae;g_Desulfovibrio;s_Desulfovibrio piger
U	NS500322:33:H5CC5BGXX:1:11065:12929:2204	unclassified
C	NS500322:33:H5CC5BGXX:1:11038:4908:10408	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Ruminococcus;s_Ruminococcus callidus
C	NS500322:33:H5CC5BGXX:1:11023:6835:14017	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Ruminococcus;s_Ruminococcus callidus
U	NS500322:33:H5CC5BGXX:1:11110:22757:5511	unclassified
C	NS500322:33:H5CC5BGXX:1:11105:8301:7764	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Eubacteriaceae;g_Eubacterium;s_Eubacterium plexicaudatum
U	NS500322:33:H5CC5BGXX:1:11100:15648:3230	unclassified
C	NS500322:33:H5CC5BGXX:1:11047:1827:19286	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Oscillospiraceae;g_Oscillibacter;s_Oscillibacter sp. 1-3
C	NS500322:33:H5CC5BGXX:1:11059:4137:3834	root;k_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Desulfovibrionales;f_Desulfovibrionaceae;g_Bilophila;s_Bilophila wadsworthia
C	NS500322:33:H5CC5BGXX:1:11056:17537:8581	root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Odoribacteraceae;g_Odoribacter;s_Odoribacter splanchnicus
C	NS500322:33:H5CC5BGXX:1:11032:5143:6666	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_;g_Flavonifractor;s_Flavonifractor plautii
U	NS500322:33:H5CC5BGXX:1:11016:14598:14431	unclassified
U	NS500322:33:H5CC5BGXX:1:11021:12505:14545	unclassified
U	NS500322:33:H5CC5BGXX:1:11028:15055:6646	unclassified
C	NS500322:33:H5CC5BGXX:1:11090:13594:17184	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_;s_Ruminococcaceae bacterium D16
U	NS500322:33:H5CC5BGXX:1:11067:22784:17238	unclassified
C	NS500322:33:H5CC5BGXX:1:11059:16606:18779	root;k_Bacteria;p_Actinobacteria;c_Coriobacteriia;o_Eggerthellales;f_Eggerthellaceae;g_Enterorhabdus;s_Enterorhabdus caecimuris
C	NS500322:33:H5CC5BGXX:1:11075:10048:14867	root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Streptococcaceae;g_Streptococcus;s_Streptococcus thermophilus
C	NS500322:33:H5CC5BGXX:1:11065:20935:7317	root;k_Bacteria;p_Actinobacteria;c_Coriobacteriia;o_Eggerthellales;f_Eggerthellaceae;g_Enterorhabdus;s_Enterorhabdus caecimuris
U	NS500322:33:H5CC5BGXX:1:11077:14491:17938	unclassified
U	NS500322:33:H5CC5BGXX:1:11001:24055:15048	unclassified
U	NS500322:33:H5CC5BGXX:1:11013:12474:1182	unclassified
U	NS500322:33:H5CC5BGXX:1:11076:14128:5901	unclassified
U	NS500322:33:H5CC5BGXX:1:11027:1344:7546	unclassified
U	NS500322:33:H5CC5BGXX:1:11100:10380:6772	unclassified
C	NS500322:33:H5CC5BGXX:1:11101:3168:18325	root;k_Bacteria;p_Actinobacteria;c_Coriobacteriia;o_Eggerthellales;f_Eggerthellaceae;g_Enterorhabdus;s_Enterorhabdus caecimuris
C	NS500322:33:H5CC5BGXX:1:11042:10738:4466	root;k_Bacteria;p_Actinobacteria;c_Coriobacteriia;o_Eggerthellales;f_Eggerthellaceae;g_Enterorhabdus;s_Enterorhabdus caecimuris
C	NS500322:33:H5CC5BGXX:1:11003:15361:13141	root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus
U	NS500322:33:H5CC5BGXX:1:11106:6519:11985	unclassified
U	NS500322:33:H5CC5BGXX:1:11086:5376:13482	unclassified
U	NS500322:33:H5CC5BGXX:1:11008:16367:10671	unclassified
C	NS500322:33:H5CC5BGXX:1:11073:9832:10611	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Tyzzerella;s_Tyzzerella nexilis
C	NS500322:33:H5CC5BGXX:1:11006:10128:3538	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_;g_Pseudoflavonifractor;s_Pseudoflavonifractor capillosus
C	NS500322:33:H5CC5BGXX:1:11028:17234:13831	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Eubacteriaceae;g_Eubacterium;s_Eubacterium plexicaudatum
U	NS500322:33:H5CC5BGXX:1:11084:7643:11408	unclassified
C	NS500322:33:H5CC5BGXX:1:11038:21912:7281	root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei
U	NS500322:33:H5CC5BGXX:1:11104:15506:12969	unclassified
U	NS500322:33:H5CC5BGXX:1:11085:18303:17062	unclassified
U	NS500322:33:H5CC5BGXX:1:11033:19634:12229	unclassified
U	NS500322:33:H5CC5BGXX:1:11057:7319:7208	unclassified
U	NS500322:33:H5CC5BGXX:1:11032:18720:10532	unclassified
U	NS500322:33:H5CC5BGXX:1:11065:2517:18104	unclassified
C	NS500322:33:H5CC5BGXX:1:11110:12440:9431	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Tyzzerella;s_Tyzzerella nexilis
C	NS500322:33:H5CC5BGXX:1:11073:2517:11550	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Lachnoclostridium;s_Clostridium scindens
C	NS500322:33:H5CC5BGXX:1:11068:20698:12376	root;k_Bacteria;p_Actinobacteria;c_Coriobacteriia;o_Eggerthellales;f_Eggerthellaceae;g_Enterorhabdus;s_Enterorhabdus caecimuris
C	NS500322:33:H5CC5BGXX:1:11003:11712:16935	root;k_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Desulfovibrionales;f_Desulfovibrionaceae;g_Bilophila;s_Bilophila wadsworthia
C	NS500322:33:H5CC5BGXX:1:11078:19766:12755	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Dorea;s_Dorea sp. 5-2
U	NS500322:33:H5CC5BGXX:1:11020:8431:6681	unclassified
U	NS500322:33:H5CC5BGXX:1:11025:2477:17097	unclassified
U	NS500322:33:H5CC5BGXX:1:11027:9278:5466	unclassified
C	NS500322:33:H5CC5BGXX:1:11050:20625:18470	root;k_Bacteria;p_Actinobacteria;c_Coriobacteriia;o_Eggerthellales;f_Eggerthellaceae;g_Enterorhabdus;s_Enterorhabdus caecimuris
C	NS500322:33:H5CC5BGXX:1:11037:4684:9288	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sp. ATCC BAA-442
C	NS500322:33:H5CC5BGXX:1:11038:17448:15460	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_;g_Pseudoflavonifractor;s_Pseudoflavonifractor capillosus
C	NS500322:33:H5CC5BGXX:1:11108:8678:1559	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Oscillospiraceae;g_Oscillibacter;s_Oscillibacter sp. KLE 1728
C	NS500322:33:H5CC5BGXX:1:11093:7120:13490	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Lachnoclostridium;s_Clostridium scindens
C	NS500322:33:H5CC5BGXX:1:11008:19065:19433	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Oscillospiraceae;g_Oscillibacter;s_Oscillibacter sp. 1-3
C	NS500322:33:H5CC5BGXX:1:11025:7352:17426	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Lachnoclostridium;s_Clostridium scindens
C	NS500322:33:H5CC5BGXX:1:11088:17188:5728	root;k_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Desulfovibrionales;f_Desulfovibrionaceae;g_Desulfovibrio;s_Desulfovibrio piger
U	NS500322:33:H5CC5BGXX:1:11093:18651:15605	unclassified
U	NS500322:33:H5CC5BGXX:1:11076:7900:13323	unclassified
U	NS500322:33:H5CC5BGXX:1:11079:19168:16904	unclassified
U	NS500322:33:H5CC5BGXX:1:11024:20945:19725	unclassified
U	NS500322:33:H5CC5BGXX:1:11106:23866:8472	unclassified
C	NS500322:33:H5CC5BGXX:1:11037:2203:17517	root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_;g_Pseudoflavonifractor;s_Pseudoflavonifractor capillosus
U	NS500322:33:H5CC5BGXX:1:11000:2003:15049	unclassified
